Sequence_Name,GenBank_Accn,Sequence_Length
Contig4318,PTTO01001346.1,24398
Contig4319,PTTO01001431.1,37936
Contig432,PTTO01003871.1,36134
Contig4320,PTTO01000356.1,48383
Contig4321,PTTO01000879.1,8503
Contig4322,PTTO01003450.1,7950
Contig4323,PTTO01004074.1,20967
Contig4324,PTTO01000518.1,11664
Contig4325,PTTO01000999.1,15026
Contig4326,PTTO01001495.1,37535
Contig4327,PTTO01002020.1,10485
Contig4328,PTTO01003100.1,18536
Contig4329,PTTO01003594.1,35592
Contig433,PTTO01004275.1,33327
Contig4330,PTTO01003820.1,43156
Contig4331,PTTO01003592.1,42952
Contig4332,PTTO01002848.1,57685
Contig4333,PTTO01002360.1,75689
Contig4334,PTTO01004213.1,39108
Contig4335,PTTO01003401.1,10991
Contig4336,PTTO01002878.1,22954
Contig4337,PTTO01002665.1,8879
Contig4338,PTTO01002184.1,20558
Contig4339,PTTO01001636.1,44287
Contig434,PTTO01002583.1,35291
Contig4340,PTTO01003548.1,46342
Contig4341,PTTO01000871.1,23479
Contig4342,PTTO01000016.1,68492
Contig4343,PTTO01001944.1,22345
Contig4344,PTTO01003331.1,113192
Contig4345,PTTO01002647.1,41419
Contig4346,PTTO01004417.1,20366
Contig4347,PTTO01003726.1,41929
Contig4348,PTTO01000805.1,22577
Contig4349,PTTO01000188.1,10814
Contig435,PTTO01003551.1,7817
Contig4350,PTTO01000829.1,41431
Contig4351,PTTO01003883.1,58015
Contig4352,PTTO01004140.1,80815
Contig4353,PTTO01002434.1,14994
Contig4354,PTTO01001321.1,15694
Contig4355,PTTO01001826.1,13441
Contig4356,PTTO01000083.1,28171
Contig4357,PTTO01000545.1,90215
Contig4358,PTTO01003916.1,29732
Contig4359,PTTO01004474.1,13249
Contig436,PTTO01000552.1,36924
Contig4360,PTTO01003774.1,29678
Contig4361,PTTO01003309.1,51969
Contig4362,PTTO01001514.1,25206
Contig4363,PTTO01004020.1,20546
Contig4364,PTTO01002783.1,38242
Contig4365,PTTO01003690.1,36964
Contig4366,PTTO01004362.1,11699
Contig4367,PTTO01001858.1,56369
Contig4368,PTTO01000233.1,45120
Contig4369,PTTO01002805.1,26227
Contig437,PTTO01001333.1,35661
Contig4370,PTTO01004298.1,16248
Contig4371,PTTO01000577.1,15479
Contig4372,PTTO01000239.1,20032
Contig4373,PTTO01001720.1,60693
Contig4374,PTTO01001232.1,32175
Contig4375,PTTO01003237.1,16096
Contig4376,PTTO01002756.1,33991
Contig4377,PTTO01004308.1,31864
Contig4378,PTTO01003795.1,21181
Contig4379,PTTO01000252.1,31157
Contig438,PTTO01004110.1,20879
Contig4380,PTTO01004472.1,57542
Contig4381,PTTO01004042.1,13512
Contig4382,PTTO01000869.1,16569
Contig4383,PTTO01001524.1,21183
Contig4384,PTTO01001283.1,753446
Contig4385,PTTO01002347.1,16472
Contig4386,PTTO01002840.1,26383
Contig4387,PTTO01003655.1,33416
Contig4388,PTTO01004147.1,52414
Contig4389,PTTO01000637.1,39879
Contig439,PTTO01004516.1,16311
Contig4390,PTTO01003145.1,25997
Contig4391,PTTO01004107.1,16988
Contig4392,PTTO01003905.1,76397
Contig4393,PTTO01000808.1,51293
Contig4394,PTTO01000041.1,30371
Contig4395,PTTO01001278.1,11900
Contig4396,PTTO01003095.1,32087
Contig4397,PTTO01003140.1,10025
Contig4398,PTTO01002611.1,66205
Contig4399,PTTO01003730.1,16933
Contig44,PTTO01003755.1,2437388
Contig440,PTTO01004121.1,29057
Contig4400,PTTO01002857.1,60094
Contig4401,PTTO01002357.1,85159
Contig4402,PTTO01004131.1,16706
Contig4403,PTTO01003670.1,10219
Contig4404,PTTO01001368.1,20556
Contig4405,PTTO01000863.1,81795
Contig4406,PTTO01002579.1,13157
Contig4407,PTTO01002117.1,20851
Contig4408,PTTO01004498.1,13043
Contig4409,PTTO01003967.1,130307
Contig441,PTTO01003682.1,22347
Contig4410,PTTO01002351.1,60979
Contig4411,PTTO01002197.1,2729
Contig4412,PTTO01003866.1,22894
Contig4413,PTTO01003252.1,4906
Contig4414,PTTO01004408.1,29938
Contig4415,PTTO01003734.1,16858
Contig4416,PTTO01001345.1,57576
Contig4417,PTTO01000602.1,1793
Contig4418,PTTO01003388.1,127581
Contig4419,PTTO01002661.1,28513
Contig442,PTTO01002865.1,19961
Contig4420,PTTO01001478.1,36209
Contig4421,PTTO01000986.1,1877
Contig4422,PTTO01002999.1,5572
Contig4423,PTTO01002511.1,37601
Contig4424,PTTO01004051.1,3105
Contig4425,PTTO01003547.1,28378
Contig4426,PTTO01001022.1,55426
Contig4427,PTTO01000025.1,24147
Contig4428,PTTO01001945.1,55658
Contig4429,PTTO01001300.1,41897
Contig443,PTTO01002259.1,26785
Contig4430,PTTO01000038.1,52202
Contig4431,PTTO01000651.1,63972
Contig4432,PTTO01001228.1,6729
Contig4433,PTTO01000580.1,68541
Contig4434,PTTO01001935.1,20287
Contig4435,PTTO01002352.1,22331
Contig4436,PTTO01000867.1,2944
Contig4437,PTTO01001362.1,12899
Contig4438,PTTO01003799.1,19171
Contig4439,PTTO01004306.1,35182
Contig444,PTTO01004253.1,13800
Contig4440,PTTO01000089.1,123124
Contig4441,PTTO01000558.1,18929
Contig4442,PTTO01001353.1,15543
Contig4443,PTTO01001848.1,13862
Contig4444,PTTO01004272.1,4639
Contig4445,PTTO01002730.1,15864
Contig4446,PTTO01000636.1,76067
Contig4447,PTTO01003937.1,48510
Contig4448,PTTO01001811.1,43366
Contig4449,PTTO01000075.1,29662
Contig445,PTTO01003604.1,27114
Contig4450,PTTO01004563.1,5680368
Contig4451,PTTO01003851.1,88148
Contig4452,PTTO01000617.1,22079
Contig4453,PTTO01000002.1,177826
Contig4454,PTTO01001893.1,13381
Contig4455,PTTO01002106.1,8582
Contig4456,PTTO01001435.1,6755
Contig4457,PTTO01001690.1,15352
Contig4458,PTTO01001264.1,53389
Contig4459,PTTO01003197.1,26568
Contig446,PTTO01003711.1,21307
Contig4460,PTTO01003683.1,23231
Contig4461,PTTO01002566.1,36562
Contig4462,PTTO01002301.1,21031
Contig4463,PTTO01002965.1,16174
Contig4464,PTTO01001598.1,26776
Contig4465,PTTO01001675.1,90865
Contig4466,PTTO01000301.1,13191
Contig4467,PTTO01000931.1,32071
Contig4468,PTTO01003568.1,8669
Contig4469,PTTO01004216.1,41496
Contig447,PTTO01000882.1,37833
Contig4470,PTTO01000058.1,34242
Contig4471,PTTO01001575.1,40708
Contig4472,PTTO01001249.1,153660
Contig4473,PTTO01003880.1,1515093
Contig4474,PTTO01002530.1,20528
Contig4475,PTTO01004221.1,26267
Contig4476,PTTO01003887.1,25353
Contig4477,PTTO01000955.1,54314
Contig4478,PTTO01000629.1,50327
Contig4479,PTTO01002182.1,45854
Contig448,PTTO01000524.1,42919
Contig4480,PTTO01002051.1,22347
Contig4481,PTTO01001395.1,40463
Contig4482,PTTO01001013.1,28976
Contig4483,PTTO01000472.1,15338
Contig4484,PTTO01000034.1,17189
Contig4485,PTTO01004548.1,38954
Contig4486,PTTO01003575.1,83743
Contig4487,PTTO01002828.1,49525
Contig4488,PTTO01003075.1,84176
Contig4489,PTTO01002389.1,21640
Contig449,PTTO01001750.1,12093
Contig4490,PTTO01002615.1,1453
Contig4491,PTTO01001329.1,19039
Contig4492,PTTO01001830.1,55941
Contig4493,PTTO01001794.1,53571
Contig4494,PTTO01000641.1,3375
Contig4495,PTTO01003598.1,102746
Contig4496,PTTO01004217.1,17379
Contig4497,PTTO01004276.1,42273
Contig4498,PTTO01003171.1,105512
Contig4499,PTTO01001523.1,404279
Contig45,PTTO01004292.1,279958
Contig450,PTTO01000941.1,20639
Contig4500,PTTO01003675.1,51480
Contig4501,PTTO01002277.1,43384
Contig4502,PTTO01002918.1,31215
Contig4503,PTTO01003626.1,47763
Contig4504,PTTO01000319.1,23396
Contig4505,PTTO01000311.1,1627288
Contig4506,PTTO01000944.1,71560
Contig4507,PTTO01001588.1,45923
Contig4508,PTTO01002177.1,33878
Contig4509,PTTO01003087.1,28326
Contig451,PTTO01000291.1,1050531
Contig4510,PTTO01003010.1,28466
Contig4511,PTTO01002904.1,25789
Contig4512,PTTO01002506.1,10436
Contig4513,PTTO01001965.1,23186
Contig4514,PTTO01001459.1,38636
Contig4515,PTTO01000354.1,5279
Contig4516,PTTO01004546.1,88369
Contig4517,PTTO01003985.1,45134
Contig4518,PTTO01003486.1,4402
Contig4519,PTTO01002342.1,87644
Contig452,PTTO01003684.1,55437
Contig4520,PTTO01003367.1,33924
Contig4521,PTTO01003201.1,40189
Contig4522,PTTO01003559.1,35741
Contig4523,PTTO01002110.1,15060
Contig4524,PTTO01002758.1,21565
Contig4525,PTTO01001142.1,40990
Contig4526,PTTO01001747.1,15942
Contig4527,PTTO01000194.1,43136
Contig4528,PTTO01000795.1,15504
Contig4529,PTTO01002618.1,57403
Contig453,PTTO01003011.1,17921
Contig4530,PTTO01001723.1,22589
Contig4531,PTTO01001334.1,34423
Contig4532,PTTO01003112.1,39805
Contig4533,PTTO01000130.1,30062
Contig4534,PTTO01001840.1,37470
Contig4535,PTTO01000544.1,1396
Contig4536,PTTO01000073.1,97900
Contig4537,PTTO01002678.1,22445
Contig4538,PTTO01004557.1,18784
Contig4539,PTTO01001930.1,87933
Contig454,PTTO01000666.1,3089
Contig4540,PTTO01004561.1,38540
Contig4541,PTTO01002772.1,114953
Contig4542,PTTO01003286.1,12078
Contig4543,PTTO01002966.1,12743
Contig4544,PTTO01004348.1,29771
Contig4545,PTTO01004038.1,9080
Contig4546,PTTO01000420.1,53506
Contig4547,PTTO01000728.1,83197
Contig4548,PTTO01001371.1,49407
Contig4549,PTTO01002150.1,8655
Contig455,PTTO01000062.1,54360
Contig4550,PTTO01003296.1,72861
Contig4551,PTTO01000514.1,53213
Contig4552,PTTO01001049.1,11881
Contig4553,PTTO01003423.1,302774
Contig4554,PTTO01004048.1,29567
Contig4555,PTTO01002990.1,30767
Contig4556,PTTO01001252.1,37246
Contig4557,PTTO01001449.1,65626
Contig4558,PTTO01002095.1,57778
Contig4559,PTTO01000964.1,54733
Contig456,PTTO01000512.1,111168
Contig4560,PTTO01003512.1,24473
Contig4561,PTTO01002928.1,56960
Contig4562,PTTO01002258.1,4330
Contig4563,PTTO01004239.1,77516
Contig4564,PTTO01003573.1,6984
Contig4565,PTTO01000362.1,4968
Contig4566,PTTO01001956.1,20852
Contig4567,PTTO01004337.1,52210
Contig4568,PTTO01004093.1,28196
Contig4569,PTTO01003448.1,34603
Contig457,PTTO01004466.1,7901
Contig4570,PTTO01000309.1,36591
Contig4571,PTTO01004265.1,31300
Contig458,PTTO01003761.1,9440
Contig459,PTTO01003111.1,38983
Contig46,PTTO01000753.1,7551088
Contig460,PTTO01000328.1,1955060
Contig461,PTTO01000844.1,13473
Contig462,PTTO01003576.1,40364
Contig463,PTTO01003779.1,2380
Contig464,PTTO01002246.1,37422
Contig465,PTTO01002851.1,22515
Contig466,PTTO01003374.1,32288
Contig467,PTTO01001131.1,12104
Contig468,PTTO01002079.1,5453
Contig469,PTTO01000519.1,23825
Contig47,PTTO01003521.1,10698757
Contig470,PTTO01002039.1,15113
Contig471,PTTO01001831.1,38887
Contig472,PTTO01002895.1,29465
Contig473,PTTO01002247.1,93362
Contig474,PTTO01002244.1,33540
Contig475,PTTO01004215.1,17444
Contig476,PTTO01000960.1,65857
Contig477,PTTO01000329.1,29955
Contig478,PTTO01000494.1,36899
Contig479,PTTO01001987.1,43696
Contig48,PTTO01002859.1,5642612
Contig480,PTTO01002204.1,15169
Contig481,PTTO01001627.1,15552
Contig482,PTTO01003410.1,17910
Contig483,PTTO01004036.1,36114
Contig484,PTTO01004413.1,11065
Contig485,PTTO01003002.1,33506
Contig486,PTTO01001409.1,11781
Contig487,PTTO01002068.1,44060
Contig488,PTTO01000117.1,265788
Contig489,PTTO01001023.1,145593
Contig49,PTTO01001213.1,1510323
Contig490,PTTO01002216.1,16845
Contig491,PTTO01000578.1,79141
Contig492,PTTO01000932.1,1540
Contig493,PTTO01003867.1,54565
Contig494,PTTO01003137.1,35626
Contig495,PTTO01001647.1,75710
Contig496,PTTO01001852.1,13652
Contig497,PTTO01000377.1,46827
Contig498,PTTO01000623.1,17318
Contig499,PTTO01003658.1,1755
Contig5,PTTO01002372.1,6470767
Contig50,PTTO01003832.1,892047
Contig500,PTTO01000511.1,41873
Contig501,PTTO01000134.1,28121
Contig502,PTTO01000566.1,35909
Contig503,PTTO01001324.1,3497
Contig504,PTTO01001870.1,57533
Contig505,PTTO01003873.1,22219
Contig506,PTTO01004397.1,9709
Contig507,PTTO01000077.1,11054
Contig508,PTTO01000568.1,14326
Contig509,PTTO01000916.1,7102
Contig51,PTTO01003602.1,759183
Contig510,PTTO01003772.1,6450
Contig511,PTTO01000699.1,32668
Contig512,PTTO01000235.1,26992
Contig513,PTTO01001949.1,22698
Contig514,PTTO01001196.1,124581
Contig515,PTTO01001950.1,29566
Contig516,PTTO01001282.1,108155
Contig517,PTTO01003773.1,18878
Contig518,PTTO01003110.1,36487
Contig519,PTTO01000477.1,599604
Contig52,PTTO01004262.1,40763206
Contig520,PTTO01002188.1,6013
Contig521,PTTO01002680.1,21747
Contig522,PTTO01003004.1,40971
Contig523,PTTO01003416.1,39115
Contig524,PTTO01004125.1,15956
Contig525,PTTO01001192.1,46455
Contig526,PTTO01001795.1,46155
Contig527,PTTO01003337.1,52217
Contig528,PTTO01001385.1,34380
Contig529,PTTO01004336.1,17482
Contig53,PTTO01002779.1,590907
Contig530,PTTO01001206.1,48527
Contig531,PTTO01003372.1,13213
Contig532,PTTO01001702.1,11712
Contig533,PTTO01004339.1,67737
Contig534,PTTO01003881.1,25909
Contig535,PTTO01003688.1,21716
Contig536,PTTO01003384.1,15740
Contig537,PTTO01000149.1,16260
Contig538,PTTO01004350.1,34769
Contig539,PTTO01000771.1,41702
Contig54,PTTO01003276.1,14045386
Contig540,PTTO01000560.1,11993
Contig541,PTTO01002015.1,14764
Contig542,PTTO01001888.1,131257
Contig543,PTTO01003280.1,41003
Contig544,PTTO01001466.1,37207
Contig545,PTTO01002465.1,18334
Contig546,PTTO01004062.1,42592
Contig547,PTTO01002021.1,28704
Contig548,PTTO01003049.1,8515
Contig549,PTTO01001018.1,21053
Contig55,PTTO01001244.1,11966119
Contig550,PTTO01000922.1,19264
Contig551,PTTO01003190.1,14214
Contig552,PTTO01002544.1,43048
Contig553,PTTO01004501.1,31513
Contig554,PTTO01002934.1,26869
Contig555,PTTO01003301.1,23412
Contig556,PTTO01002750.1,51284
Contig557,PTTO01004309.1,195285
Contig558,PTTO01003801.1,29978
Contig559,PTTO01001511.1,76207
Contig56,PTTO01001726.1,262424
Contig560,PTTO01002398.1,42227
Contig561,PTTO01003556.1,36967
Contig562,PTTO01002933.1,30251
Contig563,PTTO01000056.1,51096
Contig564,PTTO01004511.1,44597
Contig565,PTTO01000249.1,30849
Contig566,PTTO01004162.1,27999
Contig567,PTTO01001497.1,6184
Contig568,PTTO01001086.1,3136
Contig569,PTTO01002215.1,25847
Contig57,PTTO01000257.1,1953548
Contig570,PTTO01004521.1,44445
Contig571,PTTO01003623.1,63656
Contig572,PTTO01000569.1,45383
Contig573,PTTO01000314.1,21893
Contig574,PTTO01001827.1,519868
Contig575,PTTO01003333.1,51828
Contig576,PTTO01002520.1,47399
Contig577,PTTO01002320.1,22420
Contig578,PTTO01003826.1,21075
Contig579,PTTO01000548.1,10391
Contig58,PTTO01000729.1,4499876
Contig580,PTTO01001136.1,9327
Contig581,PTTO01002667.1,20721
Contig582,PTTO01004471.1,23092
Contig583,PTTO01003716.1,62830
Contig584,PTTO01000910.1,116684
Contig585,PTTO01002062.1,19131
Contig586,PTTO01001842.1,43238
Contig587,PTTO01001382.1,27887
Contig588,PTTO01002881.1,23560
Contig589,PTTO01004030.1,8099
Contig59,PTTO01000913.1,2078590
Contig590,PTTO01003253.1,291234
Contig591,PTTO01002593.1,65732
Contig592,PTTO01004295.1,39942
Contig593,PTTO01000102.1,63953
Contig594,PTTO01001855.1,1969
Contig595,PTTO01001380.1,38646
Contig596,PTTO01003127.1,16085
Contig597,PTTO01002640.1,19462
Contig598,PTTO01004485.1,25064
Contig599,PTTO01003899.1,20736
Contig6,PTTO01001828.1,5377708
Contig60,PTTO01002634.1,19752120
Contig600,PTTO01001734.1,156142
Contig601,PTTO01001247.1,31555
Contig602,PTTO01001586.1,51643
Contig603,PTTO01000122.1,7760
Contig604,PTTO01004449.1,83393
Contig605,PTTO01003924.1,26700
Contig606,PTTO01003126.1,14183
Contig607,PTTO01002684.1,6952
Contig608,PTTO01002425.1,93725
Contig609,PTTO01001780.1,41492
Contig61,PTTO01002860.1,10045188
Contig610,PTTO01004517.1,23270
Contig611,PTTO01003884.1,16241
Contig612,PTTO01000643.1,28792
Contig613,PTTO01000032.1,19617
Contig614,PTTO01002939.1,48827
Contig615,PTTO01002268.1,66595
Contig616,PTTO01004242.1,37752
Contig617,PTTO01003218.1,29389
Contig618,PTTO01000510.1,78893
Contig619,PTTO01004366.1,37149
Contig62,PTTO01001296.1,4892704
Contig620,PTTO01000262.1,8682
Contig621,PTTO01000389.1,30040
Contig622,PTTO01003581.1,20232
Contig623,PTTO01003078.1,58788
Contig624,PTTO01002192.1,34484
Contig625,PTTO01001126.1,14725
Contig626,PTTO01000883.1,38026
Contig627,PTTO01000380.1,23650
Contig628,PTTO01004200.1,33132
Contig629,PTTO01003643.1,33422
Contig63,PTTO01001542.1,737087
Contig630,PTTO01002337.1,61720
Contig631,PTTO01003989.1,27883
Contig632,PTTO01001112.1,37050
Contig633,PTTO01001580.1,72569
Contig634,PTTO01002218.1,25856
Contig635,PTTO01001593.1,50529
Contig636,PTTO01000920.1,83287
Contig637,PTTO01000274.1,64505
Contig638,PTTO01004220.1,73879
Contig639,PTTO01003514.1,33985
Contig64,PTTO01002187.1,5809823
Contig640,PTTO01000939.1,44317
Contig641,PTTO01000440.1,13424
Contig642,PTTO01004560.1,72366
Contig643,PTTO01003534.1,24711
Contig644,PTTO01001753.1,88544
Contig645,PTTO01001231.1,34599
Contig646,PTTO01000734.1,16781
Contig647,PTTO01001964.1,44859
Contig648,PTTO01003762.1,170253
Contig649,PTTO01000995.1,8863
Contig65,PTTO01000326.1,222028
Contig650,PTTO01002423.1,41223
Contig651,PTTO01004078.1,506329
Contig652,PTTO01001954.1,38035
Contig653,PTTO01003104.1,22875
Contig654,PTTO01001885.1,61419
Contig655,PTTO01002046.1,48061
Contig656,PTTO01002844.1,60577
Contig657,PTTO01001366.1,24996
Contig658,PTTO01003501.1,42050
Contig659,PTTO01003983.1,29685
Contig66,PTTO01000959.1,4652273
Contig660,PTTO01000186.1,49835
Contig661,PTTO01001739.1,43190
Contig662,PTTO01003720.1,66600
Contig663,PTTO01000749.1,12105
Contig664,PTTO01001708.1,32298
Contig665,PTTO01003295.1,32243
Contig666,PTTO01000747.1,40008
Contig667,PTTO01000049.1,19213
Contig668,PTTO01004389.1,18551
Contig669,PTTO01003589.1,42784
Contig67,PTTO01003571.1,27965184
Contig670,PTTO01002953.1,44461
Contig671,PTTO01002441.1,7608
Contig672,PTTO01001529.1,72179
Contig673,PTTO01003306.1,23874
Contig674,PTTO01001307.1,71924
Contig675,PTTO01003040.1,26376
Contig676,PTTO01001990.1,36767
Contig677,PTTO01001500.1,20222
Contig678,PTTO01003771.1,23496
Contig679,PTTO01000988.1,10761
Contig68,PTTO01004252.1,1412594
Contig680,PTTO01002178.1,37580
Contig681,PTTO01001736.1,66719
Contig682,PTTO01000121.1,14990
Contig683,PTTO01000670.1,33346
Contig684,PTTO01000530.1,55325
Contig685,PTTO01002149.1,156371
Contig686,PTTO01003780.1,27139
Contig687,PTTO01000793.1,12664
Contig688,PTTO01004222.1,7964
Contig689,PTTO01003518.1,39094
Contig69,PTTO01004510.1,228645
Contig690,PTTO01004562.1,115960
Contig691,PTTO01003876.1,15210
Contig692,PTTO01001273.1,15126
Contig693,PTTO01000610.1,169709
Contig694,PTTO01002518.1,14184
Contig695,PTTO01001901.1,14715
Contig696,PTTO01003870.1,10242
Contig697,PTTO01003210.1,111887
Contig698,PTTO01000608.1,307919
Contig699,PTTO01000010.1,50440
Contig7,PTTO01001204.1,9294879
Contig70,PTTO01001320.1,18842141
Contig700,PTTO01002266.1,34077
Contig701,PTTO01003059.1,38789
Contig702,PTTO01001257.1,26436
Contig703,PTTO01002041.1,21072
Contig704,PTTO01000529.1,569928
Contig705,PTTO01001041.1,26727
Contig706,PTTO01000287.1,31519
Contig707,PTTO01000917.1,12739
Contig708,PTTO01002819.1,56571
Contig709,PTTO01003616.1,82259
Contig71,PTTO01002056.1,173802
Contig710,PTTO01003637.1,80236
Contig711,PTTO01000791.1,43405
Contig712,PTTO01002695.1,32932
Contig713,PTTO01004071.1,83504
Contig714,PTTO01002017.1,42262
Contig715,PTTO01001548.1,30753
Contig716,PTTO01000181.1,10101
Contig717,PTTO01000393.1,41047
Contig718,PTTO01000604.1,40061
Contig719,PTTO01000106.1,20929
Contig72,PTTO01000139.1,143493
Contig720,PTTO01003835.1,55795
Contig721,PTTO01003209.1,35148
Contig722,PTTO01001120.1,46131
Contig723,PTTO01000766.1,60338
Contig724,PTTO01002657.1,48690
Contig725,PTTO01001754.1,15601
Contig726,PTTO01003765.1,1885
Contig727,PTTO01003381.1,33988
Contig728,PTTO01000767.1,42056
Contig729,PTTO01000156.1,40490
Contig73,PTTO01003701.1,806963
Contig730,PTTO01000198.1,13498
Contig731,PTTO01003806.1,39141
Contig732,PTTO01004323.1,54101
Contig733,PTTO01002546.1,25266
Contig734,PTTO01001517.1,68786
Contig735,PTTO01001849.1,21954
Contig736,PTTO01000244.1,47584
Contig737,PTTO01000630.1,21110
Contig738,PTTO01000625.1,48076
Contig739,PTTO01004479.1,29106
Contig74,PTTO01004340.1,4210892
Contig740,PTTO01001461.1,19222
Contig741,PTTO01001961.1,1148106
Contig742,PTTO01003143.1,43639
Contig743,PTTO01003642.1,37001
Contig744,PTTO01004067.1,44879
Contig745,PTTO01000013.1,33296
Contig746,PTTO01001226.1,55273
Contig747,PTTO01001550.1,54605
Contig748,PTTO01002189.1,10088
Contig749,PTTO01002535.1,48437
Contig75,PTTO01002715.1,2425189
Contig750,PTTO01002429.1,21126
Contig751,PTTO01001740.1,41233
Contig752,PTTO01001993.1,73237
Contig753,PTTO01000774.1,13868
Contig754,PTTO01001024.1,23500
Contig755,PTTO01000463.1,24144
Contig756,PTTO01004086.1,11687
Contig757,PTTO01003470.1,71338
Contig758,PTTO01002102.1,35123
Contig759,PTTO01001608.1,24925
Contig76,PTTO01003348.1,430298
Contig760,PTTO01001404.1,26294
Contig761,PTTO01002145.1,65300
Contig762,PTTO01003273.1,31965
Contig763,PTTO01002613.1,5990
Contig764,PTTO01003395.1,19392
Contig765,PTTO01003915.1,22223
Contig766,PTTO01000638.1,28045
Contig767,PTTO01000043.1,7330
Contig768,PTTO01001908.1,2874
Contig769,PTTO01001292.1,17318
Contig77,PTTO01003146.1,4001435
Contig770,PTTO01000193.1,13298
Contig771,PTTO01000794.1,87827
Contig772,PTTO01001119.1,6253
Contig773,PTTO01001727.1,43683
Contig774,PTTO01002659.1,67549
Contig775,PTTO01003195.1,53389
Contig776,PTTO01003712.1,15249
Contig777,PTTO01004369.1,24279
Contig778,PTTO01000690.1,16665
Contig779,PTTO01001316.1,225835
Contig78,PTTO01003064.1,609687
Contig780,PTTO01000825.1,21276
Contig781,PTTO01001462.1,39786
Contig782,PTTO01001308.1,38540
Contig783,PTTO01001943.1,32425
Contig784,PTTO01002293.1,24314
Contig785,PTTO01003238.1,23644
Contig786,PTTO01003733.1,45826
Contig787,PTTO01004313.1,34949
Contig788,PTTO01000308.1,28513
Contig789,PTTO01000969.1,5528
Contig79,PTTO01004505.1,1793746
Contig790,PTTO01002516.1,42772
Contig791,PTTO01003572.1,4053
Contig792,PTTO01004057.1,63302
Contig793,PTTO01001797.1,28583
Contig794,PTTO01000044.1,21200
Contig795,PTTO01003258.1,32581
Contig796,PTTO01001467.1,13523
Contig797,PTTO01003784.1,82531
Contig798,PTTO01004289.1,15520
Contig799,PTTO01000677.1,25329
Contig8,PTTO01001073.1,5684024
Contig80,PTTO01002803.1,3000613
Contig800,PTTO01000585.1,11918
Contig801,PTTO01000105.1,43897
Contig802,PTTO01004368.1,17780
Contig803,PTTO01003923.1,44120
Contig804,PTTO01003307.1,48980
Contig805,PTTO01002950.1,48791
Contig806,PTTO01003324.1,41653
Contig807,PTTO01000284.1,46224
Contig808,PTTO01001851.1,11040
Contig809,PTTO01003612.1,54985
Contig81,PTTO01001535.1,362925
Contig810,PTTO01002037.1,25109
Contig811,PTTO01001411.1,15909
Contig812,PTTO01004212.1,32826
Contig813,PTTO01003819.1,64389
Contig814,PTTO01000627.1,30358
Contig815,PTTO01000223.1,11252
Contig816,PTTO01001687.1,21277
Contig817,PTTO01001205.1,11510
Contig818,PTTO01001530.1,41500
Contig819,PTTO01003150.1,20115
Contig82,PTTO01000872.1,3253040
Contig820,PTTO01002469.1,145225
Contig821,PTTO01003990.1,22164
Contig822,PTTO01004187.1,16479
Contig823,PTTO01003624.1,84575
Contig824,PTTO01000266.1,17659
Contig825,PTTO01002050.1,63634
Contig826,PTTO01002821.1,36680
Contig827,PTTO01002757.1,4424
Contig828,PTTO01004006.1,18856
Contig829,PTTO01003434.1,24236
Contig83,PTTO01004280.1,1914931
Contig830,PTTO01003131.1,27411
Contig831,PTTO01003046.1,31106
Contig832,PTTO01001911.1,12356
Contig833,PTTO01001245.1,20633
Contig834,PTTO01000633.1,26652
Contig835,PTTO01000042.1,23465
Contig836,PTTO01000407.1,660218
Contig837,PTTO01004418.1,32357
Contig838,PTTO01004129.1,15288
Contig839,PTTO01003625.1,28181
Contig84,PTTO01004390.1,3770225
Contig840,PTTO01000970.1,16026
Contig841,PTTO01001519.1,10507
Contig842,PTTO01001276.1,23409
Contig843,PTTO01002746.1,7434
Contig844,PTTO01001957.1,33972
Contig845,PTTO01004073.1,75846
Contig846,PTTO01003934.1,6712
Contig847,PTTO01000742.1,25368
Contig848,PTTO01000008.1,33308
Contig849,PTTO01001263.1,31147
Contig85,PTTO01002967.1,18814901
Contig850,PTTO01002038.1,49996
Contig851,PTTO01001402.1,25683
Contig852,PTTO01002414.1,190506
Contig853,PTTO01002395.1,110690
Contig854,PTTO01004076.1,17673
Contig855,PTTO01003424.1,126585
Contig856,PTTO01001098.1,17782
Contig857,PTTO01000989.1,42819
Contig858,PTTO01000359.1,38363
Contig859,PTTO01001986.1,28663
Contig86,PTTO01002458.1,1064099
Contig860,PTTO01003970.1,14295
Contig861,PTTO01000582.1,11518
Contig862,PTTO01000116.1,35903
Contig863,PTTO01001864.1,22810
Contig864,PTTO01001381.1,19799
Contig865,PTTO01001468.1,28069
Contig866,PTTO01003375.1,54308
Contig867,PTTO01002738.1,42291
Contig868,PTTO01002257.1,21510
Contig869,PTTO01003508.1,49725
Contig87,PTTO01002549.1,3660318
Contig870,PTTO01004400.1,31457
Contig871,PTTO01003435.1,4335
Contig872,PTTO01003077.1,30423
Contig873,PTTO01002868.1,40906
Contig874,PTTO01002319.1,32363
Contig875,PTTO01001577.1,7472
Contig876,PTTO01001089.1,36879
Contig877,PTTO01004243.1,50267
Contig878,PTTO01003764.1,101952
Contig879,PTTO01002825.1,10397
Contig88,PTTO01002075.1,2504621
Contig880,PTTO01002455.1,15503
Contig881,PTTO01003528.1,132094
Contig882,PTTO01003287.1,60924
Contig883,PTTO01002491.1,18212
Contig884,PTTO01001713.1,21772
Contig885,PTTO01002083.1,29895
Contig886,PTTO01001429.1,18064
Contig887,PTTO01001078.1,33975
Contig888,PTTO01000446.1,24014
