# Assembly name:  ASM296699v1
# Organism name:  Ornithorhynchus anatinus (platypus)
# Isolate:  Pmale09
# Sex:  male
# Taxid:          9258
# BioSample:      SAMN08537700
# BioProject:     PRJNA433451
# Submitter:      BGI
# Date:           2018-03-02
# Assembly type:  haploid
# Release type:   major
# Assembly level: Scaffold
# Genome representation: full
# WGS project:    PTTO01
# Assembly method: Falcon + Dovetail HiRes v. JULY-2016
# Expected final version: no
# Genome coverage: 90.0x
# Sequencing technology: PacBio; Illumina
# GenBank assembly accession: GCA_002966995.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_002967025.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
Contig2424	unplaced-scaffold	na	na	PTTO01000051.1	<>	na	Primary Assembly	105737	na
Contig2425	unplaced-scaffold	na	na	PTTO01000644.1	<>	na	Primary Assembly	36079	na
Contig2426	unplaced-scaffold	na	na	PTTO01001303.1	<>	na	Primary Assembly	32950	na
Contig2427	unplaced-scaffold	na	na	PTTO01001817.1	<>	na	Primary Assembly	23380	na
Contig2428	unplaced-scaffold	na	na	PTTO01002988.1	<>	na	Primary Assembly	8737	na
Contig2429	unplaced-scaffold	na	na	PTTO01003203.1	<>	na	Primary Assembly	75630	na
Contig243	unplaced-scaffold	na	na	PTTO01000219.1	<>	na	Primary Assembly	221047	na
Contig2430	unplaced-scaffold	na	na	PTTO01000124.1	<>	na	Primary Assembly	21965	na
Contig2431	unplaced-scaffold	na	na	PTTO01001882.1	<>	na	Primary Assembly	86844	na
Contig2432	unplaced-scaffold	na	na	PTTO01001375.1	<>	na	Primary Assembly	16800	na
Contig2433	unplaced-scaffold	na	na	PTTO01003198.1	<>	na	Primary Assembly	16942	na
Contig2434	unplaced-scaffold	na	na	PTTO01002402.1	<>	na	Primary Assembly	27612	na
Contig2435	unplaced-scaffold	na	na	PTTO01002892.1	<>	na	Primary Assembly	17880	na
Contig2436	unplaced-scaffold	na	na	PTTO01003420.1	<>	na	Primary Assembly	42867	na
Contig2437	unplaced-scaffold	na	na	PTTO01000588.1	<>	na	Primary Assembly	7525	na
Contig2438	unplaced-scaffold	na	na	PTTO01001102.1	<>	na	Primary Assembly	6135	na
Contig2439	unplaced-scaffold	na	na	PTTO01000591.1	<>	na	Primary Assembly	52377	na
Contig244	unplaced-scaffold	na	na	PTTO01000776.1	<>	na	Primary Assembly	164110	na
Contig2440	unplaced-scaffold	na	na	PTTO01003163.1	<>	na	Primary Assembly	77043	na
Contig2441	unplaced-scaffold	na	na	PTTO01003752.1	<>	na	Primary Assembly	15153	na
Contig2442	unplaced-scaffold	na	na	PTTO01004118.1	<>	na	Primary Assembly	16651	na
Contig2443	unplaced-scaffold	na	na	PTTO01000196.1	<>	na	Primary Assembly	76397	na
Contig2444	unplaced-scaffold	na	na	PTTO01000065.1	<>	na	Primary Assembly	16794	na
Contig2445	unplaced-scaffold	na	na	PTTO01000763.1	<>	na	Primary Assembly	69322	na
Contig2446	unplaced-scaffold	na	na	PTTO01001256.1	<>	na	Primary Assembly	37461	na
Contig2447	unplaced-scaffold	na	na	PTTO01002586.1	<>	na	Primary Assembly	28005	na
Contig2448	unplaced-scaffold	na	na	PTTO01002600.1	<>	na	Primary Assembly	105044	na
Contig2449	unplaced-scaffold	na	na	PTTO01003062.1	<>	na	Primary Assembly	224825	na
Contig245	unplaced-scaffold	na	na	PTTO01004554.1	<>	na	Primary Assembly	2865402	na
Contig2450	unplaced-scaffold	na	na	PTTO01000268.1	<>	na	Primary Assembly	549727	na
Contig2451	unplaced-scaffold	na	na	PTTO01000733.1	<>	na	Primary Assembly	40219	na
Contig2452	unplaced-scaffold	na	na	PTTO01001616.1	<>	na	Primary Assembly	58843	na
Contig2453	unplaced-scaffold	na	na	PTTO01002127.1	<>	na	Primary Assembly	54758	na
Contig2454	unplaced-scaffold	na	na	PTTO01001625.1	<>	na	Primary Assembly	1338972	na
Contig2455	unplaced-scaffold	na	na	PTTO01002130.1	<>	na	Primary Assembly	918	na
Contig2456	unplaced-scaffold	na	na	PTTO01003003.1	<>	na	Primary Assembly	33148	na
Contig2457	unplaced-scaffold	na	na	PTTO01003511.1	<>	na	Primary Assembly	13436	na
Contig2458	unplaced-scaffold	na	na	PTTO01004274.1	<>	na	Primary Assembly	20840	na
Contig2459	unplaced-scaffold	na	na	PTTO01000253.1	<>	na	Primary Assembly	18182	na
Contig246	unplaced-scaffold	na	na	PTTO01002707.1	<>	na	Primary Assembly	243573	na
Contig2460	unplaced-scaffold	na	na	PTTO01001784.1	<>	na	Primary Assembly	41860	na
Contig2461	unplaced-scaffold	na	na	PTTO01001323.1	<>	na	Primary Assembly	41226	na
Contig2462	unplaced-scaffold	na	na	PTTO01003394.1	<>	na	Primary Assembly	54596	na
Contig2463	unplaced-scaffold	na	na	PTTO01002608.1	<>	na	Primary Assembly	61502	na
Contig2464	unplaced-scaffold	na	na	PTTO01003019.1	<>	na	Primary Assembly	16168	na
Contig2465	unplaced-scaffold	na	na	PTTO01004410.1	<>	na	Primary Assembly	27840	na
Contig2466	unplaced-scaffold	na	na	PTTO01004063.1	<>	na	Primary Assembly	9146	na
Contig2467	unplaced-scaffold	na	na	PTTO01003673.1	<>	na	Primary Assembly	3480	na
Contig2468	unplaced-scaffold	na	na	PTTO01000435.1	<>	na	Primary Assembly	7492	na
Contig2469	unplaced-scaffold	na	na	PTTO01001767.1	<>	na	Primary Assembly	2820759	na
Contig247	unplaced-scaffold	na	na	PTTO01002571.1	<>	na	Primary Assembly	587650	na
Contig2470	unplaced-scaffold	na	na	PTTO01003240.1	<>	na	Primary Assembly	37197	na
Contig2471	unplaced-scaffold	na	na	PTTO01001574.1	<>	na	Primary Assembly	21856	na
Contig2472	unplaced-scaffold	na	na	PTTO01004549.1	<>	na	Primary Assembly	19298	na
Contig2473	unplaced-scaffold	na	na	PTTO01002262.1	<>	na	Primary Assembly	110808	na
Contig2474	unplaced-scaffold	na	na	PTTO01000650.1	<>	na	Primary Assembly	50333	na
Contig2475	unplaced-scaffold	na	na	PTTO01003645.1	<>	na	Primary Assembly	11206	na
Contig2476	unplaced-scaffold	na	na	PTTO01001902.1	<>	na	Primary Assembly	12590	na
Contig2477	unplaced-scaffold	na	na	PTTO01000824.1	<>	na	Primary Assembly	8980	na
Contig2478	unplaced-scaffold	na	na	PTTO01001434.1	<>	na	Primary Assembly	27911	na
Contig2479	unplaced-scaffold	na	na	PTTO01002209.1	<>	na	Primary Assembly	37803	na
Contig248	unplaced-scaffold	na	na	PTTO01003369.1	<>	na	Primary Assembly	223259	na
Contig2480	unplaced-scaffold	na	na	PTTO01002883.1	<>	na	Primary Assembly	41459	na
Contig2481	unplaced-scaffold	na	na	PTTO01002388.1	<>	na	Primary Assembly	30405	na
Contig2482	unplaced-scaffold	na	na	PTTO01000468.1	<>	na	Primary Assembly	23330	na
Contig2483	unplaced-scaffold	na	na	PTTO01001960.1	<>	na	Primary Assembly	35212	na
Contig2484	unplaced-scaffold	na	na	PTTO01003864.1	<>	na	Primary Assembly	16628	na
Contig2485	unplaced-scaffold	na	na	PTTO01000594.1	<>	na	Primary Assembly	27859	na
Contig2486	unplaced-scaffold	na	na	PTTO01002500.1	<>	na	Primary Assembly	4994	na
Contig2487	unplaced-scaffold	na	na	PTTO01004159.1	<>	na	Primary Assembly	26749	na
Contig2488	unplaced-scaffold	na	na	PTTO01002043.1	<>	na	Primary Assembly	44468	na
Contig2489	unplaced-scaffold	na	na	PTTO01001455.1	<>	na	Primary Assembly	32146	na
Contig249	unplaced-scaffold	na	na	PTTO01001319.1	<>	na	Primary Assembly	200918	na
Contig2490	unplaced-scaffold	na	na	PTTO01001712.1	<>	na	Primary Assembly	31879	na
Contig2491	unplaced-scaffold	na	na	PTTO01003382.1	<>	na	Primary Assembly	7979	na
Contig2492	unplaced-scaffold	na	na	PTTO01000676.1	<>	na	Primary Assembly	35697	na
Contig2493	unplaced-scaffold	na	na	PTTO01000092.1	<>	na	Primary Assembly	36007	na
Contig2494	unplaced-scaffold	na	na	PTTO01003743.1	<>	na	Primary Assembly	18952	na
Contig2495	unplaced-scaffold	na	na	PTTO01000701.1	<>	na	Primary Assembly	48785	na
Contig2496	unplaced-scaffold	na	na	PTTO01002692.1	<>	na	Primary Assembly	607246	na
Contig2497	unplaced-scaffold	na	na	PTTO01004355.1	<>	na	Primary Assembly	35966	na
Contig2498	unplaced-scaffold	na	na	PTTO01003344.1	<>	na	Primary Assembly	27732	na
Contig2499	unplaced-scaffold	na	na	PTTO01002673.1	<>	na	Primary Assembly	13424	na
Contig25	unplaced-scaffold	na	na	PTTO01004492.1	<>	na	Primary Assembly	12158578	na
Contig250	unplaced-scaffold	na	na	PTTO01004192.1	<>	na	Primary Assembly	274199	na
Contig2500	unplaced-scaffold	na	na	PTTO01001155.1	<>	na	Primary Assembly	27048	na
Contig2501	unplaced-scaffold	na	na	PTTO01001788.1	<>	na	Primary Assembly	4732	na
Contig2502	unplaced-scaffold	na	na	PTTO01002070.1	<>	na	Primary Assembly	20355	na
Contig2503	unplaced-scaffold	na	na	PTTO01000674.1	<>	na	Primary Assembly	16631	na
Contig2504	unplaced-scaffold	na	na	PTTO01000427.1	<>	na	Primary Assembly	77335	na
Contig2505	unplaced-scaffold	na	na	PTTO01000614.1	<>	na	Primary Assembly	28368	na
Contig2506	unplaced-scaffold	na	na	PTTO01003704.1	<>	na	Primary Assembly	72822	na
Contig2507	unplaced-scaffold	na	na	PTTO01004537.1	<>	na	Primary Assembly	76367	na
Contig2508	unplaced-scaffold	na	na	PTTO01003017.1	<>	na	Primary Assembly	41781	na
Contig2509	unplaced-scaffold	na	na	PTTO01003194.1	<>	na	Primary Assembly	37102	na
Contig251	unplaced-scaffold	na	na	PTTO01002261.1	<>	na	Primary Assembly	14518341	na
Contig2510	unplaced-scaffold	na	na	PTTO01001377.1	<>	na	Primary Assembly	30825	na
Contig2511	unplaced-scaffold	na	na	PTTO01002879.1	<>	na	Primary Assembly	30695	na
Contig2512	unplaced-scaffold	na	na	PTTO01004013.1	<>	na	Primary Assembly	83581	na
Contig2513	unplaced-scaffold	na	na	PTTO01003517.1	<>	na	Primary Assembly	44538	na
Contig2514	unplaced-scaffold	na	na	PTTO01001065.1	<>	na	Primary Assembly	23615	na
Contig2515	unplaced-scaffold	na	na	PTTO01000288.1	<>	na	Primary Assembly	34935	na
Contig2516	unplaced-scaffold	na	na	PTTO01000702.1	<>	na	Primary Assembly	26889	na
Contig2517	unplaced-scaffold	na	na	PTTO01000228.1	<>	na	Primary Assembly	17747	na
Contig2518	unplaced-scaffold	na	na	PTTO01001686.1	<>	na	Primary Assembly	24190	na
Contig2519	unplaced-scaffold	na	na	PTTO01001312.1	<>	na	Primary Assembly	42251	na
Contig252	unplaced-scaffold	na	na	PTTO01002891.1	<>	na	Primary Assembly	6818206	na
Contig2520	unplaced-scaffold	na	na	PTTO01000237.1	<>	na	Primary Assembly	44339	na
Contig2521	unplaced-scaffold	na	na	PTTO01003723.1	<>	na	Primary Assembly	63457	na
Contig2522	unplaced-scaffold	na	na	PTTO01003220.1	<>	na	Primary Assembly	43377	na
Contig2523	unplaced-scaffold	na	na	PTTO01002690.1	<>	na	Primary Assembly	17542	na
Contig2524	unplaced-scaffold	na	na	PTTO01002721.1	<>	na	Primary Assembly	64383	na
Contig2525	unplaced-scaffold	na	na	PTTO01002183.1	<>	na	Primary Assembly	79906	na
Contig2526	unplaced-scaffold	na	na	PTTO01001135.1	<>	na	Primary Assembly	37546	na
Contig2527	unplaced-scaffold	na	na	PTTO01001348.1	<>	na	Primary Assembly	19013	na
Contig2528	unplaced-scaffold	na	na	PTTO01000158.1	<>	na	Primary Assembly	27464	na
Contig2529	unplaced-scaffold	na	na	PTTO01004037.1	<>	na	Primary Assembly	31729	na
Contig253	unplaced-scaffold	na	na	PTTO01001222.1	<>	na	Primary Assembly	95921	na
Contig2530	unplaced-scaffold	na	na	PTTO01002791.1	<>	na	Primary Assembly	69759	na
Contig2531	unplaced-scaffold	na	na	PTTO01002798.1	<>	na	Primary Assembly	10256	na
Contig2532	unplaced-scaffold	na	na	PTTO01001167.1	<>	na	Primary Assembly	28654	na
Contig2533	unplaced-scaffold	na	na	PTTO01000658.1	<>	na	Primary Assembly	45159	na
Contig2534	unplaced-scaffold	na	na	PTTO01000184.1	<>	na	Primary Assembly	44141	na
Contig2535	unplaced-scaffold	na	na	PTTO01000899.1	<>	na	Primary Assembly	48823	na
Contig2536	unplaced-scaffold	na	na	PTTO01003697.1	<>	na	Primary Assembly	22921	na
Contig2537	unplaced-scaffold	na	na	PTTO01004207.1	<>	na	Primary Assembly	25098	na
Contig2538	unplaced-scaffold	na	na	PTTO01003250.1	<>	na	Primary Assembly	47586	na
Contig2539	unplaced-scaffold	na	na	PTTO01002727.1	<>	na	Primary Assembly	61681	na
Contig254	unplaced-scaffold	na	na	PTTO01001696.1	<>	na	Primary Assembly	15488722	na
Contig2540	unplaced-scaffold	na	na	PTTO01002703.1	<>	na	Primary Assembly	32955	na
Contig2541	unplaced-scaffold	na	na	PTTO01003859.1	<>	na	Primary Assembly	19028	na
Contig2542	unplaced-scaffold	na	na	PTTO01004506.1	<>	na	Primary Assembly	31150	na
Contig2543	unplaced-scaffold	na	na	PTTO01000023.1	<>	na	Primary Assembly	60735	na
Contig2544	unplaced-scaffold	na	na	PTTO01000711.1	<>	na	Primary Assembly	69913	na
Contig2545	unplaced-scaffold	na	na	PTTO01000342.1	<>	na	Primary Assembly	10959	na
Contig2546	unplaced-scaffold	na	na	PTTO01000861.1	<>	na	Primary Assembly	51008	na
Contig2547	unplaced-scaffold	na	na	PTTO01001646.1	<>	na	Primary Assembly	40077	na
Contig2548	unplaced-scaffold	na	na	PTTO01002155.1	<>	na	Primary Assembly	33754	na
Contig2549	unplaced-scaffold	na	na	PTTO01003311.1	<>	na	Primary Assembly	8989	na
Contig255	unplaced-scaffold	na	na	PTTO01000220.1	<>	na	Primary Assembly	188509	na
Contig2550	unplaced-scaffold	na	na	PTTO01003738.1	<>	na	Primary Assembly	169520	na
Contig2551	unplaced-scaffold	na	na	PTTO01000140.1	<>	na	Primary Assembly	89439	na
Contig2552	unplaced-scaffold	na	na	PTTO01000799.1	<>	na	Primary Assembly	34120	na
Contig2553	unplaced-scaffold	na	na	PTTO01001087.1	<>	na	Primary Assembly	24837	na
Contig2554	unplaced-scaffold	na	na	PTTO01001760.1	<>	na	Primary Assembly	51614	na
Contig2555	unplaced-scaffold	na	na	PTTO01003076.1	<>	na	Primary Assembly	46634	na
Contig2556	unplaced-scaffold	na	na	PTTO01002375.1	<>	na	Primary Assembly	20886	na
Contig2557	unplaced-scaffold	na	na	PTTO01002089.1	<>	na	Primary Assembly	33475	na
Contig2558	unplaced-scaffold	na	na	PTTO01001427.1	<>	na	Primary Assembly	18449	na
Contig2559	unplaced-scaffold	na	na	PTTO01004025.1	<>	na	Primary Assembly	188671	na
Contig256	unplaced-scaffold	na	na	PTTO01000649.1	<>	na	Primary Assembly	307900	na
Contig2560	unplaced-scaffold	na	na	PTTO01000628.1	<>	na	Primary Assembly	78587	na
Contig2561	unplaced-scaffold	na	na	PTTO01000135.1	<>	na	Primary Assembly	17398	na
Contig2562	unplaced-scaffold	na	na	PTTO01001910.1	<>	na	Primary Assembly	17361	na
Contig2563	unplaced-scaffold	na	na	PTTO01003114.1	<>	na	Primary Assembly	7313	na
Contig2564	unplaced-scaffold	na	na	PTTO01002627.1	<>	na	Primary Assembly	31043	na
Contig2565	unplaced-scaffold	na	na	PTTO01003168.1	<>	na	Primary Assembly	33707	na
Contig2566	unplaced-scaffold	na	na	PTTO01002598.1	<>	na	Primary Assembly	2153	na
Contig2567	unplaced-scaffold	na	na	PTTO01004495.1	<>	na	Primary Assembly	99898	na
Contig2568	unplaced-scaffold	na	na	PTTO01003926.1	<>	na	Primary Assembly	3176	na
Contig2569	unplaced-scaffold	na	na	PTTO01000584.1	<>	na	Primary Assembly	27889	na
Contig257	unplaced-scaffold	na	na	PTTO01003444.1	<>	na	Primary Assembly	1152992	na
Contig2570	unplaced-scaffold	na	na	PTTO01001178.1	<>	na	Primary Assembly	40491	na
Contig2571	unplaced-scaffold	na	na	PTTO01003945.1	<>	na	Primary Assembly	25369	na
Contig2572	unplaced-scaffold	na	na	PTTO01003219.1	<>	na	Primary Assembly	87851	na
Contig2573	unplaced-scaffold	na	na	PTTO01000282.1	<>	na	Primary Assembly	73936	na
Contig2574	unplaced-scaffold	na	na	PTTO01004209.1	<>	na	Primary Assembly	45930	na
Contig2575	unplaced-scaffold	na	na	PTTO01001331.1	<>	na	Primary Assembly	15460	na
Contig2576	unplaced-scaffold	na	na	PTTO01000549.1	<>	na	Primary Assembly	33329	na
Contig2577	unplaced-scaffold	na	na	PTTO01003328.1	<>	na	Primary Assembly	50789	na
Contig2578	unplaced-scaffold	na	na	PTTO01002677.1	<>	na	Primary Assembly	23183	na
Contig2579	unplaced-scaffold	na	na	PTTO01004357.1	<>	na	Primary Assembly	41215	na
Contig258	unplaced-scaffold	na	na	PTTO01004543.1	<>	na	Primary Assembly	379025	na
Contig2580	unplaced-scaffold	na	na	PTTO01004437.1	<>	na	Primary Assembly	95023	na
Contig2581	unplaced-scaffold	na	na	PTTO01002766.1	<>	na	Primary Assembly	64656	na
Contig2582	unplaced-scaffold	na	na	PTTO01000639.1	<>	na	Primary Assembly	38772	na
Contig2583	unplaced-scaffold	na	na	PTTO01003595.1	<>	na	Primary Assembly	43108	na
Contig2584	unplaced-scaffold	na	na	PTTO01001833.1	<>	na	Primary Assembly	1515	na
Contig2585	unplaced-scaffold	na	na	PTTO01000928.1	<>	na	Primary Assembly	11980	na
Contig2586	unplaced-scaffold	na	na	PTTO01001465.1	<>	na	Primary Assembly	4621	na
Contig2587	unplaced-scaffold	na	na	PTTO01002230.1	<>	na	Primary Assembly	10659	na
Contig2588	unplaced-scaffold	na	na	PTTO01002285.1	<>	na	Primary Assembly	42523	na
Contig2589	unplaced-scaffold	na	na	PTTO01002915.1	<>	na	Primary Assembly	21141	na
Contig259	unplaced-scaffold	na	na	PTTO01002709.1	<>	na	Primary Assembly	270287	na
Contig2590	unplaced-scaffold	na	na	PTTO01000901.1	<>	na	Primary Assembly	79728	na
Contig2591	unplaced-scaffold	na	na	PTTO01000277.1	<>	na	Primary Assembly	20758	na
Contig2592	unplaced-scaffold	na	na	PTTO01000036.1	<>	na	Primary Assembly	4747	na
Contig2593	unplaced-scaffold	na	na	PTTO01001632.1	<>	na	Primary Assembly	20307	na
Contig2594	unplaced-scaffold	na	na	PTTO01001338.1	<>	na	Primary Assembly	13398	na
Contig2595	unplaced-scaffold	na	na	PTTO01002917.1	<>	na	Primary Assembly	13160	na
Contig2596	unplaced-scaffold	na	na	PTTO01002523.1	<>	na	Primary Assembly	23582	na
Contig2597	unplaced-scaffold	na	na	PTTO01004219.1	<>	na	Primary Assembly	42210	na
Contig2598	unplaced-scaffold	na	na	PTTO01003939.1	<>	na	Primary Assembly	23995	na
Contig2599	unplaced-scaffold	na	na	PTTO01001044.1	<>	na	Primary Assembly	43344	na
Contig26	unplaced-scaffold	na	na	PTTO01001370.1	<>	na	Primary Assembly	38411765	na
Contig260	unplaced-scaffold	na	na	PTTO01004481.1	<>	na	Primary Assembly	9178705	na
Contig2600	unplaced-scaffold	na	na	PTTO01001772.1	<>	na	Primary Assembly	53858	na
Contig2601	unplaced-scaffold	na	na	PTTO01004290.1	<>	na	Primary Assembly	61049	na
Contig2602	unplaced-scaffold	na	na	PTTO01003938.1	<>	na	Primary Assembly	19198	na
Contig2603	unplaced-scaffold	na	na	PTTO01000153.1	<>	na	Primary Assembly	50734	na
Contig2604	unplaced-scaffold	na	na	PTTO01004359.1	<>	na	Primary Assembly	18957	na
Contig2605	unplaced-scaffold	na	na	PTTO01001121.1	<>	na	Primary Assembly	15472	na
Contig2606	unplaced-scaffold	na	na	PTTO01000760.1	<>	na	Primary Assembly	16346	na
Contig2607	unplaced-scaffold	na	na	PTTO01001738.1	<>	na	Primary Assembly	19622	na
Contig2608	unplaced-scaffold	na	na	PTTO01001233.1	<>	na	Primary Assembly	43708	na
Contig2609	unplaced-scaffold	na	na	PTTO01003757.1	<>	na	Primary Assembly	93490	na
Contig261	unplaced-scaffold	na	na	PTTO01002976.1	<>	na	Primary Assembly	1214806	na
Contig2610	unplaced-scaffold	na	na	PTTO01003428.1	<>	na	Primary Assembly	33526	na
Contig2611	unplaced-scaffold	na	na	PTTO01001756.1	<>	na	Primary Assembly	42544	na
Contig2612	unplaced-scaffold	na	na	PTTO01000534.1	<>	na	Primary Assembly	22668	na
Contig2613	unplaced-scaffold	na	na	PTTO01003180.1	<>	na	Primary Assembly	21259	na
Contig2614	unplaced-scaffold	na	na	PTTO01001437.1	<>	na	Primary Assembly	28191	na
Contig2615	unplaced-scaffold	na	na	PTTO01004360.1	<>	na	Primary Assembly	24444	na
Contig2616	unplaced-scaffold	na	na	PTTO01002961.1	<>	na	Primary Assembly	43792	na
Contig2617	unplaced-scaffold	na	na	PTTO01003465.1	<>	na	Primary Assembly	34669	na
Contig2618	unplaced-scaffold	na	na	PTTO01004101.1	<>	na	Primary Assembly	50764	na
Contig2619	unplaced-scaffold	na	na	PTTO01000433.1	<>	na	Primary Assembly	93670	na
Contig262	unplaced-scaffold	na	na	PTTO01003206.1	<>	na	Primary Assembly	133730	na
Contig2620	unplaced-scaffold	na	na	PTTO01003621.1	<>	na	Primary Assembly	27254	na
Contig2621	unplaced-scaffold	na	na	PTTO01001860.1	<>	na	Primary Assembly	32462	na
Contig2622	unplaced-scaffold	na	na	PTTO01000404.1	<>	na	Primary Assembly	155877	na
Contig2623	unplaced-scaffold	na	na	PTTO01003181.1	<>	na	Primary Assembly	68214	na
Contig2624	unplaced-scaffold	na	na	PTTO01001531.1	<>	na	Primary Assembly	15649	na
Contig2625	unplaced-scaffold	na	na	PTTO01004443.1	<>	na	Primary Assembly	27369	na
Contig2626	unplaced-scaffold	na	na	PTTO01002901.1	<>	na	Primary Assembly	27076	na
Contig2627	unplaced-scaffold	na	na	PTTO01003503.1	<>	na	Primary Assembly	35052	na
Contig2628	unplaced-scaffold	na	na	PTTO01004260.1	<>	na	Primary Assembly	89545	na
Contig2629	unplaced-scaffold	na	na	PTTO01000330.1	<>	na	Primary Assembly	26828	na
Contig263	unplaced-scaffold	na	na	PTTO01001725.1	<>	na	Primary Assembly	77591	na
Contig2630	unplaced-scaffold	na	na	PTTO01001626.1	<>	na	Primary Assembly	5330	na
Contig2631	unplaced-scaffold	na	na	PTTO01002649.1	<>	na	Primary Assembly	14439	na
Contig2632	unplaced-scaffold	na	na	PTTO01003347.1	<>	na	Primary Assembly	33362	na
Contig2633	unplaced-scaffold	na	na	PTTO01000813.1	<>	na	Primary Assembly	28028	na
Contig2634	unplaced-scaffold	na	na	PTTO01004347.1	<>	na	Primary Assembly	20627	na
Contig2635	unplaced-scaffold	na	na	PTTO01000190.1	<>	na	Primary Assembly	25644	na
Contig2636	unplaced-scaffold	na	na	PTTO01000724.1	<>	na	Primary Assembly	58532	na
Contig2637	unplaced-scaffold	na	na	PTTO01001631.1	<>	na	Primary Assembly	2224	na
Contig2638	unplaced-scaffold	na	na	PTTO01001735.1	<>	na	Primary Assembly	6784	na
Contig2639	unplaced-scaffold	na	na	PTTO01002270.1	<>	na	Primary Assembly	52883	na
Contig264	unplaced-scaffold	na	na	PTTO01002503.1	<>	na	Primary Assembly	79525	na
Contig2640	unplaced-scaffold	na	na	PTTO01003107.1	<>	na	Primary Assembly	66650	na
Contig2641	unplaced-scaffold	na	na	PTTO01004425.1	<>	na	Primary Assembly	53763	na
Contig2642	unplaced-scaffold	na	na	PTTO01004050.1	<>	na	Primary Assembly	50969	na
Contig2643	unplaced-scaffold	na	na	PTTO01000958.1	<>	na	Primary Assembly	7398	na
Contig2644	unplaced-scaffold	na	na	PTTO01003894.1	<>	na	Primary Assembly	23224	na
Contig2645	unplaced-scaffold	na	na	PTTO01001931.1	<>	na	Primary Assembly	14199	na
Contig2646	unplaced-scaffold	na	na	PTTO01000176.1	<>	na	Primary Assembly	23263	na
Contig2647	unplaced-scaffold	na	na	PTTO01002930.1	<>	na	Primary Assembly	28949	na
Contig2648	unplaced-scaffold	na	na	PTTO01001294.1	<>	na	Primary Assembly	13190	na
Contig2649	unplaced-scaffold	na	na	PTTO01002801.1	<>	na	Primary Assembly	16785	na
Contig265	unplaced-scaffold	na	na	PTTO01001027.1	<>	na	Primary Assembly	5326365	na
Contig2650	unplaced-scaffold	na	na	PTTO01000537.1	<>	na	Primary Assembly	58493	na
Contig2651	unplaced-scaffold	na	na	PTTO01000438.1	<>	na	Primary Assembly	52911	na
Contig2652	unplaced-scaffold	na	na	PTTO01001062.1	<>	na	Primary Assembly	35603	na
Contig2653	unplaced-scaffold	na	na	PTTO01001442.1	<>	na	Primary Assembly	162774	na
Contig2654	unplaced-scaffold	na	na	PTTO01002103.1	<>	na	Primary Assembly	58146	na
Contig2655	unplaced-scaffold	na	na	PTTO01003228.1	<>	na	Primary Assembly	44980	na
Contig2656	unplaced-scaffold	na	na	PTTO01003630.1	<>	na	Primary Assembly	52756	na
Contig2657	unplaced-scaffold	na	na	PTTO01003979.1	<>	na	Primary Assembly	60789	na
Contig2658	unplaced-scaffold	na	na	PTTO01000059.1	<>	na	Primary Assembly	18409	na
Contig2659	unplaced-scaffold	na	na	PTTO01000164.1	<>	na	Primary Assembly	59975	na
Contig266	unplaced-scaffold	na	na	PTTO01001156.1	<>	na	Primary Assembly	355672	na
Contig2660	unplaced-scaffold	na	na	PTTO01003037.1	<>	na	Primary Assembly	14568	na
Contig2661	unplaced-scaffold	na	na	PTTO01000341.1	<>	na	Primary Assembly	17022	na
Contig2662	unplaced-scaffold	na	na	PTTO01004153.1	<>	na	Primary Assembly	90367	na
Contig2663	unplaced-scaffold	na	na	PTTO01000841.1	<>	na	Primary Assembly	42990	na
Contig2664	unplaced-scaffold	na	na	PTTO01000363.1	<>	na	Primary Assembly	3732	na
Contig2665	unplaced-scaffold	na	na	PTTO01002343.1	<>	na	Primary Assembly	18185	na
